Metric,Value,Category
Net Rating,11.5,Contextual
Net Rating,11.5,Contextual
Net Rating,11.5,Contextual
Net Rating,11.5,Contextual
Net Rating,11.5,Contextual
Net Rating,11.5,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.400000000000006,Contextual
Net Rating,11.399999999999991,Contextual
Net Rating,11.399999999999991,Contextual
Net Rating,11.399999999999991,Contextual
Net Rating,11.399999999999991,Contextual
Net Rating,11.399999999999991,Contextual
Net Rating,11.399999999999991,Contextual
Net Rating,11.399999999999991,Contextual
Net Rating,11.399999999999991,Contextual
Net Rating,11.300000000000011,Contextual
Net Rating,11.300000000000011,Contextual
Net Rating,11.300000000000011,Contextual
Net Rating,11.300000000000011,Contextual
Net Rating,11.300000000000011,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.299999999999995,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.200000000000005,Contextual
Net Rating,11.199999999999989,Contextual
Net Rating,11.199999999999989,Contextual
Net Rating,11.199999999999989,Contextual
Net Rating,11.199999999999989,Contextual
Net Rating,11.100000000000009,Contextual
Net Rating,11.100000000000009,Contextual
Net Rating,11.100000000000009,Contextual
Net Rating,11.100000000000009,Contextual
Net Rating,11.100000000000009,Contextual
Net Rating,11.100000000000009,Contextual
Net Rating,11.099999999999994,Contextual
Net Rating,11.099999999999994,Contextual
Net Rating,11.099999999999994,Contextual
Net Rating,11.099999999999994,Contextual
Net Rating,11.099999999999994,Contextual
Net Rating,11.099999999999994,Contextual
Net Rating,11.099999999999994,Contextual
Net Rating,11.099999999999994,Contextual
Net Rating,11.099999999999994,Contextual
Net Rating,11.0,Contextual
Net Rating,11.0,Contextual
Net Rating,11.0,Contextual
Net Rating,11.0,Contextual
Net Rating,11.0,Contextual
Net Rating,11.0,Contextual
Net Rating,11.0,Contextual
Net Rating,11.0,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.900000000000006,Contextual
Net Rating,10.899999999999991,Contextual
Net Rating,10.899999999999991,Contextual
Net Rating,10.899999999999991,Contextual
Net Rating,10.899999999999991,Contextual
Net Rating,10.899999999999991,Contextual
Net Rating,10.899999999999991,Contextual
Net Rating,10.800000000000011,Contextual
Net Rating,10.800000000000011,Contextual
Net Rating,10.800000000000011,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.799999999999995,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.700000000000005,Contextual
Net Rating,10.699999999999989,Contextual
Net Rating,10.699999999999989,Contextual
Net Rating,10.699999999999989,Contextual
Net Rating,10.699999999999989,Contextual
Net Rating,10.600000000000009,Contextual
Net Rating,10.600000000000009,Contextual
Net Rating,10.600000000000009,Contextual
Net Rating,10.600000000000009,Contextual
Net Rating,10.600000000000009,Contextual
Net Rating,10.600000000000009,Contextual
Net Rating,10.600000000000009,Contextual
Net Rating,10.600000000000009,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.599999999999994,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.5,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.400000000000006,Contextual
Net Rating,10.399999999999991,Contextual
Net Rating,10.399999999999991,Contextual
Net Rating,10.399999999999991,Contextual
Net Rating,10.300000000000011,Contextual
Net Rating,10.300000000000011,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.299999999999995,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.200000000000005,Contextual
Net Rating,10.199999999999989,Contextual
Net Rating,10.199999999999989,Contextual
Net Rating,10.199999999999989,Contextual
Net Rating,10.199999999999989,Contextual
Net Rating,10.199999999999989,Contextual
Net Rating,10.199999999999989,Contextual
Net Rating,10.100000000000009,Contextual
Net Rating,10.100000000000009,Contextual
Net Rating,10.100000000000009,Contextual
Net Rating,10.100000000000009,Contextual
Net Rating,10.100000000000009,Contextual
Net Rating,10.100000000000009,Contextual
Net Rating,10.100000000000009,Contextual
Net Rating,10.100000000000009,Contextual
Net Rating,10.100000000000009,Contextual
Net Rating,10.100000000000009,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.099999999999994,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,10.0,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.900000000000006,Contextual
Net Rating,9.899999999999991,Contextual
Net Rating,9.899999999999991,Contextual
Net Rating,9.899999999999991,Contextual
Net Rating,9.899999999999991,Contextual
Net Rating,9.899999999999991,Contextual
Net Rating,9.800000000000011,Contextual
Net Rating,9.800000000000011,Contextual
Net Rating,9.800000000000011,Contextual
Net Rating,9.799999999999995,Contextual
Net Rating,9.799999999999995,Contextual
Net Rating,9.799999999999995,Contextual
Net Rating,9.799999999999995,Contextual
Net Rating,9.799999999999995,Contextual
Net Rating,9.799999999999995,Contextual
Net Rating,9.799999999999995,Contextual
Net Rating,9.799999999999995,Contextual
Net Rating,9.799999999999995,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.700000000000005,Contextual
Net Rating,9.699999999999989,Contextual
Net Rating,9.699999999999989,Contextual
Net Rating,9.699999999999989,Contextual
Net Rating,9.600000000000009,Contextual
Net Rating,9.600000000000009,Contextual
Net Rating,9.600000000000009,Contextual
Net Rating,9.600000000000009,Contextual
Net Rating,9.600000000000009,Contextual
Net Rating,9.600000000000009,Contextual
Net Rating,9.600000000000009,Contextual
Net Rating,9.600000000000009,Contextual
Net Rating,9.600000000000009,Contextual
Net Rating,9.599999999999994,Contextual
Net Rating,9.599999999999994,Contextual
Net Rating,9.599999999999994,Contextual
Net Rating,9.599999999999994,Contextual
Net Rating,9.599999999999994,Contextual
Net Rating,9.599999999999994,Contextual
Net Rating,9.599999999999994,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.5,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.400000000000006,Contextual
Net Rating,9.399999999999991,Contextual
Net Rating,9.399999999999991,Contextual
Net Rating,9.399999999999991,Contextual
Net Rating,9.399999999999991,Contextual
Net Rating,9.399999999999991,Contextual
Net Rating,9.399999999999991,Contextual
Net Rating,9.300000000000011,Contextual
Net Rating,9.300000000000011,Contextual
Net Rating,9.300000000000011,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.299999999999995,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.200000000000005,Contextual
Net Rating,9.199999999999989,Contextual
Net Rating,9.199999999999989,Contextual
Net Rating,9.100000000000009,Contextual
Net Rating,9.100000000000009,Contextual
Net Rating,9.100000000000009,Contextual
Net Rating,9.100000000000009,Contextual
Net Rating,9.100000000000009,Contextual
Net Rating,9.100000000000009,Contextual
Net Rating,9.100000000000009,Contextual
Net Rating,9.100000000000009,Contextual
Net Rating,9.100000000000009,Contextual
Net Rating,9.099999999999994,Contextual
Net Rating,9.099999999999994,Contextual
Net Rating,9.099999999999994,Contextual
Net Rating,9.099999999999994,Contextual
Net Rating,9.099999999999994,Contextual
Net Rating,9.099999999999994,Contextual
Net Rating,9.099999999999994,Contextual
Net Rating,9.099999999999994,Contextual
Net Rating,9.099999999999994,Contextual
Net Rating,9.0,Contextual
Net Rating,9.0,Contextual
Net Rating,9.0,Contextual
Net Rating,9.0,Contextual
Net Rating,9.0,Contextual
Net Rating,9.0,Contextual
Net Rating,9.0,Contextual
Net Rating,9.0,Contextual
Net Rating,9.0,Contextual
Net Rating,9.0,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.900000000000006,Contextual
Net Rating,8.899999999999991,Contextual
Net Rating,8.899999999999991,Contextual
Net Rating,8.899999999999991,Contextual
Net Rating,8.899999999999991,Contextual
Net Rating,8.899999999999991,Contextual
Net Rating,8.899999999999991,Contextual
Net Rating,8.800000000000011,Contextual
Net Rating,8.800000000000011,Contextual
Net Rating,8.800000000000011,Contextual
Net Rating,8.799999999999997,Contextual
Net Rating,8.799999999999997,Contextual
Net Rating,8.799999999999997,Contextual
Net Rating,8.799999999999997,Contextual
Net Rating,8.799999999999997,Contextual
Net Rating,8.799999999999997,Contextual
Net Rating,8.799999999999997,Contextual
Net Rating,8.799999999999997,Contextual
Net Rating,8.799999999999997,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.700000000000003,Contextual
Net Rating,8.699999999999989,Contextual
Net Rating,8.600000000000009,Contextual
Net Rating,8.600000000000009,Contextual
Net Rating,8.600000000000009,Contextual
Net Rating,8.600000000000009,Contextual
Net Rating,8.600000000000009,Contextual
Net Rating,8.600000000000009,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.599999999999994,Contextual
Net Rating,8.5,Contextual
Net Rating,8.5,Contextual
Net Rating,8.5,Contextual
Net Rating,8.5,Contextual
Net Rating,8.5,Contextual
Net Rating,8.5,Contextual
Net Rating,8.5,Contextual
Net Rating,8.5,Contextual
Net Rating,8.5,Contextual
Net Rating,8.5,Contextual
Net Rating,8.5,Contextual
Net Rating,8.400000000000006,Contextual
Net Rating,8.400000000000006,Contextual
Net Rating,8.400000000000006,Contextual
Net Rating,8.400000000000006,Contextual
Net Rating,8.400000000000006,Contextual
Net Rating,8.400000000000006,Contextual
Net Rating,8.400000000000006,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.399999999999991,Contextual
Net Rating,8.300000000000011,Contextual
Net Rating,8.300000000000011,Contextual
Net Rating,8.300000000000011,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.299999999999997,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.200000000000003,Contextual
Net Rating,8.199999999999989,Contextual
Net Rating,8.199999999999989,Contextual
Net Rating,8.199999999999989,Contextual
Net Rating,8.199999999999989,Contextual
Net Rating,8.100000000000009,Contextual
Net Rating,8.100000000000009,Contextual
Net Rating,8.100000000000009,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.099999999999994,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,8.0,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.900000000000006,Contextual
Net Rating,7.899999999999991,Contextual
Net Rating,7.899999999999991,Contextual
Net Rating,7.899999999999991,Contextual
Net Rating,7.899999999999991,Contextual
Net Rating,7.899999999999991,Contextual
Net Rating,7.899999999999991,Contextual
Net Rating,7.899999999999991,Contextual
Net Rating,7.899999999999991,Contextual
Net Rating,7.800000000000011,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.799999999999997,Contextual
Net Rating,7.700000000000003,Contextual
Net Rating,7.700000000000003,Contextual
Net Rating,7.700000000000003,Contextual
Net Rating,7.700000000000003,Contextual
Net Rating,7.700000000000003,Contextual
Net Rating,7.700000000000003,Contextual
Net Rating,7.700000000000003,Contextual
Net Rating,7.700000000000003,Contextual
Net Rating,7.699999999999989,Contextual
Net Rating,7.699999999999989,Contextual
Net Rating,7.699999999999989,Contextual
Net Rating,7.699999999999989,Contextual
Net Rating,7.699999999999989,Contextual
Net Rating,7.699999999999989,Contextual
Net Rating,7.600000000000008,Contextual
Net Rating,7.600000000000008,Contextual
Net Rating,7.600000000000008,Contextual
Net Rating,7.600000000000008,Contextual
Net Rating,7.600000000000008,Contextual
Net Rating,7.600000000000008,Contextual
Net Rating,7.600000000000008,Contextual
Net Rating,7.599999999999994,Contextual
Net Rating,7.599999999999994,Contextual
Net Rating,7.599999999999994,Contextual
Net Rating,7.599999999999994,Contextual
Net Rating,7.599999999999994,Contextual
Net Rating,7.599999999999994,Contextual
Net Rating,7.599999999999994,Contextual
Net Rating,7.599999999999994,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.5,Contextual
Net Rating,7.400000000000006,Contextual
Net Rating,7.400000000000006,Contextual
Net Rating,7.400000000000006,Contextual
Net Rating,7.400000000000006,Contextual
Net Rating,7.400000000000006,Contextual
Net Rating,7.400000000000006,Contextual
Net Rating,7.400000000000006,Contextual
Net Rating,7.400000000000006,Contextual
Net Rating,7.399999999999991,Contextual
Net Rating,7.399999999999991,Contextual
Net Rating,7.399999999999991,Contextual
Net Rating,7.399999999999991,Contextual
Net Rating,7.399999999999991,Contextual
Net Rating,7.399999999999991,Contextual
Net Rating,7.300000000000011,Contextual
Net Rating,7.300000000000011,Contextual
Net Rating,7.300000000000011,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.299999999999997,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.200000000000003,Contextual
Net Rating,7.199999999999989,Contextual
Net Rating,7.1000000000000085,Contextual
Net Rating,7.1000000000000085,Contextual
Net Rating,7.1000000000000085,Contextual
Net Rating,7.1000000000000085,Contextual
Net Rating,7.1000000000000085,Contextual
Net Rating,7.1000000000000085,Contextual
Net Rating,7.1000000000000085,Contextual
Net Rating,7.1000000000000085,Contextual
Net Rating,7.1000000000000085,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.099999999999994,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
Net Rating,7.0,Contextual
